        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)        Pcore(5)        Pcore(6)        Pcore(7)        Pcore(8)
     1.4942529     2.9885057     4.4827586     5.9770115     5.9770115     4.4827586     2.9885057     1.4942529
        Vcore(1)        Vcore(2)        Vcore(3)        Vcore(4)        Vcore(5)        Vcore(6)        Vcore(7)        Vcore(8)
             0             0             0             0             0             0             0             0
     17.560386     17.635099     17.709812     17.784524     17.784524     17.709812     17.635099     17.560386
     17.560387       17.6351     17.709812     17.784525     17.784525     17.709812       17.6351     17.560387
     17.560387       17.6351     17.709813     17.784525     17.784525     17.709813       17.6351     17.560387
     17.560388     17.635101     17.709813     17.784526     17.784526     17.709813     17.635101     17.560388
     17.560388     17.635101     17.709814     17.784526     17.784526     17.709814     17.635101     17.560388
     17.560389     17.635102     17.709814     17.784527     17.784527     17.709814     17.635102     17.560389
     17.560389     17.635102     17.709815     17.784527     17.784527     17.709815     17.635102     17.560389
      17.56039     17.635102     17.709815     17.784528     17.784528     17.709815     17.635102      17.56039
      17.56039     17.635103     17.709816     17.784528     17.784528     17.709816     17.635103      17.56039
     17.560391     17.635103     17.709816     17.784529     17.784529     17.709816     17.635103     17.560391
     17.560391     17.635104     17.709817     17.784529     17.784529     17.709817     17.635104     17.560391
     17.560392     17.635104     17.709817      17.78453      17.78453     17.709817     17.635104     17.560392
     17.560392     17.635105     17.709817      17.78453      17.78453     17.709817     17.635105     17.560392
     17.560393     17.635105     17.709818     17.784531     17.784531     17.709818     17.635105     17.560393
     17.560393     17.635106     17.709818     17.784531     17.784531     17.709818     17.635106     17.560393
     17.560394     17.635106     17.709819     17.784531     17.784531     17.709819     17.635106     17.560394
     17.560394     17.635107     17.709819     17.784532     17.784532     17.709819     17.635107     17.560394
     17.560394     17.635107      17.70982     17.784532     17.784532      17.70982     17.635107     17.560394
     17.560395     17.635108      17.70982     17.784533     17.784533      17.70982     17.635108     17.560395
     17.560395     17.635108     17.709821     17.784533     17.784533     17.709821     17.635108     17.560395
     17.560396     17.635108     17.709821     17.784534     17.784534     17.709821     17.635108     17.560396
     17.560396     17.635109     17.709822     17.784534     17.784534     17.709822     17.635109     17.560396
     17.560397     17.635109     17.709822     17.784535     17.784535     17.709822     17.635109     17.560397
     17.560397      17.63511     17.709822     17.784535     17.784535     17.709822      17.63511     17.560397
     17.560398      17.63511     17.709823     17.784535     17.784535     17.709823      17.63511     17.560398
     17.560398     17.635111     17.709823     17.784536     17.784536     17.709823     17.635111     17.560398
     17.560398     17.635111     17.709824     17.784536     17.784536     17.709824     17.635111     17.560398
     17.560399     17.635111     17.709824     17.784537     17.784537     17.709824     17.635111     17.560399
     17.560399     17.635112     17.709824     17.784537     17.784537     17.709824     17.635112     17.560399
       17.5604     17.635112     17.709825     17.784538     17.784538     17.709825     17.635112       17.5604
       17.5604     17.635113     17.709825     17.784538     17.784538     17.709825     17.635113       17.5604
       17.5604     17.635113     17.709826     17.784538     17.784538     17.709826     17.635113       17.5604
     17.560401     17.635113     17.709826     17.784539     17.784539     17.709826     17.635113     17.560401
     17.560401     17.635114     17.709827     17.784539     17.784539     17.709827     17.635114     17.560401
     17.560402     17.635114     17.709827      17.78454      17.78454     17.709827     17.635114     17.560402
     17.560402     17.635115     17.709827      17.78454      17.78454     17.709827     17.635115     17.560402
     17.560402     17.635115     17.709828      17.78454      17.78454     17.709828     17.635115     17.560402
     17.560403     17.635115     17.709828     17.784541     17.784541     17.709828     17.635115     17.560403
     17.560403     17.635116     17.709828     17.784541     17.784541     17.709828     17.635116     17.560403
     17.560404     17.635116     17.709829     17.784542     17.784542     17.709829     17.635116     17.560404
     17.560404     17.635117     17.709829     17.784542     17.784542     17.709829     17.635117     17.560404
     17.560404     17.635117      17.70983     17.784542     17.784542      17.70983     17.635117     17.560404
     17.560405     17.635117      17.70983     17.784543     17.784543      17.70983     17.635117     17.560405
     17.560405     17.635118      17.70983     17.784543     17.784543      17.70983     17.635118     17.560405
     17.560405     17.635118     17.709831     17.784543     17.784543     17.709831     17.635118     17.560405
     17.560406     17.635118     17.709831     17.784544     17.784544     17.709831     17.635118     17.560406
     17.560406     17.635119     17.709832     17.784544     17.784544     17.709832     17.635119     17.560406
     17.560407     17.635119     17.709832     17.784545     17.784545     17.709832     17.635119     17.560407
     17.560407      17.63512     17.709832     17.784545     17.784545     17.709832      17.63512     17.560407
     17.560407      17.63512     17.709833     17.784545     17.784545     17.709833      17.63512     17.560407
     17.560408      17.63512     17.709833     17.784546     17.784546     17.709833      17.63512     17.560408
     17.560408     17.635121     17.709833     17.784546     17.784546     17.709833     17.635121     17.560408
     17.560408     17.635121     17.709834     17.784546     17.784546     17.709834     17.635121     17.560408
     17.560409     17.635121     17.709834     17.784547     17.784547     17.709834     17.635121     17.560409
     17.560409     17.635122     17.709834     17.784547     17.784547     17.709834     17.635122     17.560409
     17.560409     17.635122     17.709835     17.784547     17.784547     17.709835     17.635122     17.560409
      17.56041     17.635122     17.709835     17.784548     17.784548     17.709835     17.635122      17.56041
      17.56041     17.635123     17.709835     17.784548     17.784548     17.709835     17.635123      17.56041
      17.56041     17.635123     17.709836     17.784548     17.784548     17.709836     17.635123      17.56041
     17.560411     17.635123     17.709836     17.784549     17.784549     17.709836     17.635123     17.560411
     17.560411     17.635124     17.709836     17.784549     17.784549     17.709836     17.635124     17.560411
     17.560411     17.635124     17.709837     17.784549     17.784549     17.709837     17.635124     17.560411
     17.560412     17.635124     17.709837      17.78455      17.78455     17.709837     17.635124     17.560412
     17.560412     17.635125     17.709837      17.78455      17.78455     17.709837     17.635125     17.560412
     17.560412     17.635125     17.709838      17.78455      17.78455     17.709838     17.635125     17.560412
     17.560413     17.635125     17.709838     17.784551     17.784551     17.709838     17.635125     17.560413
     17.560413     17.635126     17.709838     17.784551     17.784551     17.709838     17.635126     17.560413
     17.560413     17.635126     17.709839     17.784551     17.784551     17.709839     17.635126     17.560413
     17.560414     17.635126     17.709839     17.784552     17.784552     17.709839     17.635126     17.560414
     17.560414     17.635127     17.709839     17.784552     17.784552     17.709839     17.635127     17.560414
     17.560414     17.635127      17.70984     17.784552     17.784552      17.70984     17.635127     17.560414
     17.560415     17.635127      17.70984     17.784553     17.784553      17.70984     17.635127     17.560415
     17.560415     17.635128      17.70984     17.784553     17.784553      17.70984     17.635128     17.560415
     17.560415     17.635128     17.709841     17.784553     17.784553     17.709841     17.635128     17.560415
     17.560416     17.635128     17.709841     17.784553     17.784553     17.709841     17.635128     17.560416
     17.560416     17.635129     17.709841     17.784554     17.784554     17.709841     17.635129     17.560416
     17.560416     17.635129     17.709841     17.784554     17.784554     17.709841     17.635129     17.560416
     17.560416     17.635129     17.709842     17.784554     17.784554     17.709842     17.635129     17.560416
     17.560417     17.635129     17.709842     17.784555     17.784555     17.709842     17.635129     17.560417
     17.560417      17.63513     17.709842     17.784555     17.784555     17.709842      17.63513     17.560417
     17.560417      17.63513     17.709843     17.784555     17.784555     17.709843      17.63513     17.560417
     17.560418      17.63513     17.709843     17.784556     17.784556     17.709843      17.63513     17.560418
     17.560418     17.635131     17.709843     17.784556     17.784556     17.709843     17.635131     17.560418
     17.560418     17.635131     17.709843     17.784556     17.784556     17.709843     17.635131     17.560418
     17.560418     17.635131     17.709844     17.784556     17.784556     17.709844     17.635131     17.560418
     17.560419     17.635131     17.709844     17.784557     17.784557     17.709844     17.635131     17.560419
     17.560419     17.635132     17.709844     17.784557     17.784557     17.709844     17.635132     17.560419
     17.560419     17.635132     17.709845     17.784557     17.784557     17.709845     17.635132     17.560419
      17.56042     17.635132     17.709845     17.784558     17.784558     17.709845     17.635132      17.56042
      17.56042     17.635133     17.709845     17.784558     17.784558     17.709845     17.635133      17.56042
      17.56042     17.635133     17.709845     17.784558     17.784558     17.709845     17.635133      17.56042
      17.56042     17.635133     17.709846     17.784558     17.784558     17.709846     17.635133      17.56042
     17.560421     17.635133     17.709846     17.784559     17.784559     17.709846     17.635133     17.560421
     17.560421     17.635134     17.709846     17.784559     17.784559     17.709846     17.635134     17.560421
     17.560421     17.635134     17.709847     17.784559     17.784559     17.709847     17.635134     17.560421
     17.560421     17.635134     17.709847     17.784559     17.784559     17.709847     17.635134     17.560421
     17.560422     17.635134     17.709847      17.78456      17.78456     17.709847     17.635134     17.560422
     17.560422     17.635135     17.709847      17.78456      17.78456     17.709847     17.635135     17.560422
     17.560422     17.635135     17.709848      17.78456      17.78456     17.709848     17.635135     17.560422
     17.560423     17.635135     17.709848      17.78456      17.78456     17.709848     17.635135     17.560423
     17.560423     17.635135     17.709848     17.784561     17.784561     17.709848     17.635135     17.560423
     17.560423     17.635136     17.709848     17.784561     17.784561     17.709848     17.635136     17.560423
     17.560423     17.635136     17.709849     17.784561     17.784561     17.709849     17.635136     17.560423
     17.560424     17.635136     17.709849     17.784561     17.784561     17.709849     17.635136     17.560424
     17.560424     17.635136     17.709849     17.784562     17.784562     17.709849     17.635136     17.560424
     17.560424     17.635137     17.709849     17.784562     17.784562     17.709849     17.635137     17.560424
     17.560424     17.635137      17.70985     17.784562     17.784562      17.70985     17.635137     17.560424
     17.560424     17.635137      17.70985     17.784562     17.784562      17.70985     17.635137     17.560424
     17.560425     17.635137      17.70985     17.784563     17.784563      17.70985     17.635137     17.560425
     17.560425     17.635138      17.70985     17.784563     17.784563      17.70985     17.635138     17.560425
     17.560425     17.635138     17.709851     17.784563     17.784563     17.709851     17.635138     17.560425
     17.560425     17.635138     17.709851     17.784563     17.784563     17.709851     17.635138     17.560425
     17.560426     17.635138     17.709851     17.784564     17.784564     17.709851     17.635138     17.560426
     17.560426     17.635139     17.709851     17.784564     17.784564     17.709851     17.635139     17.560426
     17.560426     17.635139     17.709851     17.784564     17.784564     17.709851     17.635139     17.560426
     17.560426     17.635139     17.709852     17.784564     17.784564     17.709852     17.635139     17.560426
     17.560427     17.635139     17.709852     17.784565     17.784565     17.709852     17.635139     17.560427
     17.560427     17.635139     17.709852     17.784565     17.784565     17.709852     17.635139     17.560427
     17.560427      17.63514     17.709852     17.784565     17.784565     17.709852      17.63514     17.560427
     17.560427      17.63514     17.709853     17.784565     17.784565     17.709853      17.63514     17.560427
     17.560428      17.63514     17.709853     17.784565     17.784565     17.709853      17.63514     17.560428
     17.560428      17.63514     17.709853     17.784566     17.784566     17.709853      17.63514     17.560428
     17.560428     17.635141     17.709853     17.784566     17.784566     17.709853     17.635141     17.560428
     17.560428     17.635141     17.709853     17.784566     17.784566     17.709853     17.635141     17.560428
     17.560428     17.635141     17.709854     17.784566     17.784566     17.709854     17.635141     17.560428
     17.560429     17.635141     17.709854     17.784567     17.784567     17.709854     17.635141     17.560429
     17.560429     17.635141     17.709854     17.784567     17.784567     17.709854     17.635141     17.560429
     17.560429     17.635142     17.709854     17.784567     17.784567     17.709854     17.635142     17.560429
     17.560429     17.635142     17.709855     17.784567     17.784567     17.709855     17.635142     17.560429
     17.560429     17.635142     17.709855     17.784567     17.784567     17.709855     17.635142     17.560429
      17.56043     17.635142     17.709855     17.784568     17.784568     17.709855     17.635142      17.56043
      17.56043     17.635142     17.709855     17.784568     17.784568     17.709855     17.635142      17.56043
      17.56043     17.635143     17.709855     17.784568     17.784568     17.709855     17.635143      17.56043
      17.56043     17.635143     17.709856     17.784568     17.784568     17.709856     17.635143      17.56043
      17.56043     17.635143     17.709856     17.784568     17.784568     17.709856     17.635143      17.56043
     17.560431     17.635143     17.709856     17.784569     17.784569     17.709856     17.635143     17.560431
     17.560431     17.635143     17.709856     17.784569     17.784569     17.709856     17.635143     17.560431
     17.560431     17.635144     17.709856     17.784569     17.784569     17.709856     17.635144     17.560431
     17.560431     17.635144     17.709857     17.784569     17.784569     17.709857     17.635144     17.560431
     17.560431     17.635144     17.709857     17.784569     17.784569     17.709857     17.635144     17.560431
     17.560432     17.635144     17.709857      17.78457      17.78457     17.709857     17.635144     17.560432
     17.560432     17.635144     17.709857      17.78457      17.78457     17.709857     17.635144     17.560432
     17.560432     17.635145     17.709857      17.78457      17.78457     17.709857     17.635145     17.560432
     17.560432     17.635145     17.709857      17.78457      17.78457     17.709857     17.635145     17.560432
     17.560432     17.635145     17.709858      17.78457      17.78457     17.709858     17.635145     17.560432
     17.560433     17.635145     17.709858     17.784571     17.784571     17.709858     17.635145     17.560433
     17.560433     17.635145     17.709858     17.784571     17.784571     17.709858     17.635145     17.560433
     17.560433     17.635146     17.709858     17.784571     17.784571     17.709858     17.635146     17.560433
     17.560433     17.635146     17.709858     17.784571     17.784571     17.709858     17.635146     17.560433
     17.560433     17.635146     17.709859     17.784571     17.784571     17.709859     17.635146     17.560433
     17.560433     17.635146     17.709859     17.784571     17.784571     17.709859     17.635146     17.560433
     17.560434     17.635146     17.709859     17.784572     17.784572     17.709859     17.635146     17.560434
     17.560434     17.635146     17.709859     17.784572     17.784572     17.709859     17.635146     17.560434
     17.560434     17.635147     17.709859     17.784572     17.784572     17.709859     17.635147     17.560434
     17.560434     17.635147     17.709859     17.784572     17.784572     17.709859     17.635147     17.560434
     17.560434     17.635147      17.70986     17.784572     17.784572      17.70986     17.635147     17.560434
     17.560435     17.635147      17.70986     17.784572     17.784572      17.70986     17.635147     17.560435
     17.560435     17.635147      17.70986     17.784573     17.784573      17.70986     17.635147     17.560435
     17.560435     17.635148      17.70986     17.784573     17.784573      17.70986     17.635148     17.560435
     17.560435     17.635148      17.70986     17.784573     17.784573      17.70986     17.635148     17.560435
     17.560435     17.635148     17.709861     17.784573     17.784573     17.709861     17.635148     17.560435
     17.560435     17.635148     17.709861     17.784573     17.784573     17.709861     17.635148     17.560435
     17.560436     17.635148     17.709861     17.784573     17.784573     17.709861     17.635148     17.560436
     17.560436     17.635148     17.709861     17.784574     17.784574     17.709861     17.635148     17.560436
     17.560436     17.635149     17.709861     17.784574     17.784574     17.709861     17.635149     17.560436
     17.560436     17.635149     17.709861     17.784574     17.784574     17.709861     17.635149     17.560436
     17.560436     17.635149     17.709862     17.784574     17.784574     17.709862     17.635149     17.560436
     17.560436     17.635149     17.709862     17.784574     17.784574     17.709862     17.635149     17.560436
     17.560437     17.635149     17.709862     17.784574     17.784574     17.709862     17.635149     17.560437
     17.560437     17.635149     17.709862     17.784575     17.784575     17.709862     17.635149     17.560437
     17.560437      17.63515     17.709862     17.784575     17.784575     17.709862      17.63515     17.560437
     17.560437      17.63515     17.709862     17.784575     17.784575     17.709862      17.63515     17.560437
     17.560437      17.63515     17.709862     17.784575     17.784575     17.709862      17.63515     17.560437
     17.560437      17.63515     17.709863     17.784575     17.784575     17.709863      17.63515     17.560437
     17.560437      17.63515     17.709863     17.784575     17.784575     17.709863      17.63515     17.560437
     17.560438      17.63515     17.709863     17.784576     17.784576     17.709863      17.63515     17.560438
     17.560438      17.63515     17.709863     17.784576     17.784576     17.709863      17.63515     17.560438
     17.560438     17.635151     17.709863     17.784576     17.784576     17.709863     17.635151     17.560438
     17.560438     17.635151     17.709863     17.784576     17.784576     17.709863     17.635151     17.560438
     17.560438     17.635151     17.709864     17.784576     17.784576     17.709864     17.635151     17.560438
     17.560438     17.635151     17.709864     17.784576     17.784576     17.709864     17.635151     17.560438
     17.560439     17.635151     17.709864     17.784576     17.784576     17.709864     17.635151     17.560439
     17.560439     17.635151     17.709864     17.784577     17.784577     17.709864     17.635151     17.560439
     17.560439     17.635151     17.709864     17.784577     17.784577     17.709864     17.635151     17.560439
     17.560439     17.635152     17.709864     17.784577     17.784577     17.709864     17.635152     17.560439
     17.560439     17.635152     17.709864     17.784577     17.784577     17.709864     17.635152     17.560439
     17.560439     17.635152     17.709865     17.784577     17.784577     17.709865     17.635152     17.560439
     17.560439     17.635152     17.709865     17.784577     17.784577     17.709865     17.635152     17.560439
      17.56044     17.635152     17.709865     17.784577     17.784577     17.709865     17.635152      17.56044
      17.56044     17.635152     17.709865     17.784578     17.784578     17.709865     17.635152      17.56044
      17.56044     17.635152     17.709865     17.784578     17.784578     17.709865     17.635152      17.56044
      17.56044     17.635153     17.709865     17.784578     17.784578     17.709865     17.635153      17.56044
      17.56044     17.635153     17.709865     17.784578     17.784578     17.709865     17.635153      17.56044
      17.56044     17.635153     17.709865     17.784578     17.784578     17.709865     17.635153      17.56044
      17.56044     17.635153     17.709866     17.784578     17.784578     17.709866     17.635153      17.56044
      17.56044     17.635153     17.709866     17.784578     17.784578     17.709866     17.635153      17.56044
     17.560441     17.635153     17.709866     17.784579     17.784579     17.709866     17.635153     17.560441
     17.560441     17.635153     17.709866     17.784579     17.784579     17.709866     17.635153     17.560441
     17.560441     17.635153     17.709866     17.784579     17.784579     17.709866     17.635153     17.560441
     17.560441     17.635154     17.709866     17.784579     17.784579     17.709866     17.635154     17.560441
     17.560441     17.635154     17.709866     17.784579     17.784579     17.709866     17.635154     17.560441
     17.560441     17.635154     17.709867     17.784579     17.784579     17.709867     17.635154     17.560441
     17.560441     17.635154     17.709867     17.784579     17.784579     17.709867     17.635154     17.560441
     17.560441     17.635154     17.709867     17.784579     17.784579     17.709867     17.635154     17.560441
     17.560442     17.635154     17.709867      17.78458      17.78458     17.709867     17.635154     17.560442
     17.560442     17.635154     17.709867      17.78458      17.78458     17.709867     17.635154     17.560442
     17.560442     17.635155     17.709867      17.78458      17.78458     17.709867     17.635155     17.560442
     17.560442     17.635155     17.709867      17.78458      17.78458     17.709867     17.635155     17.560442
     17.560442     17.635155     17.709867      17.78458      17.78458     17.709867     17.635155     17.560442
     17.560442     17.635155     17.709868      17.78458      17.78458     17.709868     17.635155     17.560442
     17.560442     17.635155     17.709868      17.78458      17.78458     17.709868     17.635155     17.560442
     17.560442     17.635155     17.709868      17.78458      17.78458     17.709868     17.635155     17.560442
     17.560443     17.635155     17.709868     17.784581     17.784581     17.709868     17.635155     17.560443
     17.560443     17.635155     17.709868     17.784581     17.784581     17.709868     17.635155     17.560443
     17.560443     17.635155     17.709868     17.784581     17.784581     17.709868     17.635155     17.560443
     17.560443     17.635156     17.709868     17.784581     17.784581     17.709868     17.635156     17.560443
     17.560443     17.635156     17.709868     17.784581     17.784581     17.709868     17.635156     17.560443
     17.560443     17.635156     17.709868     17.784581     17.784581     17.709868     17.635156     17.560443
     17.560443     17.635156     17.709869     17.784581     17.784581     17.709869     17.635156     17.560443
     17.560443     17.635156     17.709869     17.784581     17.784581     17.709869     17.635156     17.560443
     17.560443     17.635156     17.709869     17.784581     17.784581     17.709869     17.635156     17.560443
     17.560444     17.635156     17.709869     17.784582     17.784582     17.709869     17.635156     17.560444
     17.560444     17.635156     17.709869     17.784582     17.784582     17.709869     17.635156     17.560444
     17.560444     17.635156     17.709869     17.784582     17.784582     17.709869     17.635156     17.560444
     17.560444     17.635157     17.709869     17.784582     17.784582     17.709869     17.635157     17.560444
     17.560444     17.635157     17.709869     17.784582     17.784582     17.709869     17.635157     17.560444
     17.560444     17.635157     17.709869     17.784582     17.784582     17.709869     17.635157     17.560444
     17.560444     17.635157      17.70987     17.784582     17.784582      17.70987     17.635157     17.560444
     17.560444     17.635157      17.70987     17.784582     17.784582      17.70987     17.635157     17.560444
     17.560444     17.635157      17.70987     17.784582     17.784582      17.70987     17.635157     17.560444
     17.560445     17.635157      17.70987     17.784583     17.784583      17.70987     17.635157     17.560445
     17.560445     17.635157      17.70987     17.784583     17.784583      17.70987     17.635157     17.560445
     17.560445     17.635157      17.70987     17.784583     17.784583      17.70987     17.635157     17.560445
     17.560445     17.635158      17.70987     17.784583     17.784583      17.70987     17.635158     17.560445
     17.560445     17.635158      17.70987     17.784583     17.784583      17.70987     17.635158     17.560445
     17.560445     17.635158      17.70987     17.784583     17.784583      17.70987     17.635158     17.560445
     17.560445     17.635158      17.70987     17.784583     17.784583      17.70987     17.635158     17.560445
     17.560445     17.635158     17.709871     17.784583     17.784583     17.709871     17.635158     17.560445
     17.560445     17.635158     17.709871     17.784583     17.784583     17.709871     17.635158     17.560445
     17.560445     17.635158     17.709871     17.784583     17.784583     17.709871     17.635158     17.560445
     17.560446     17.635158     17.709871     17.784584     17.784584     17.709871     17.635158     17.560446
     17.560446     17.635158     17.709871     17.784584     17.784584     17.709871     17.635158     17.560446
     17.560446     17.635158     17.709871     17.784584     17.784584     17.709871     17.635158     17.560446
     17.560446     17.635159     17.709871     17.784584     17.784584     17.709871     17.635159     17.560446
     17.560446     17.635159     17.709871     17.784584     17.784584     17.709871     17.635159     17.560446
     17.560446     17.635159     17.709871     17.784584     17.784584     17.709871     17.635159     17.560446
     17.560446     17.635159     17.709871     17.784584     17.784584     17.709871     17.635159     17.560446
     17.560446     17.635159     17.709872     17.784584     17.784584     17.709872     17.635159     17.560446
     17.560446     17.635159     17.709872     17.784584     17.784584     17.709872     17.635159     17.560446
     17.560446     17.635159     17.709872     17.784584     17.784584     17.709872     17.635159     17.560446
     17.560447     17.635159     17.709872     17.784584     17.784584     17.709872     17.635159     17.560447
     17.560447     17.635159     17.709872     17.784585     17.784585     17.709872     17.635159     17.560447
     17.560447     17.635159     17.709872     17.784585     17.784585     17.709872     17.635159     17.560447
     17.560447     17.635159     17.709872     17.784585     17.784585     17.709872     17.635159     17.560447
     17.560447      17.63516     17.709872     17.784585     17.784585     17.709872      17.63516     17.560447
     17.560447      17.63516     17.709872     17.784585     17.784585     17.709872      17.63516     17.560447
     17.560447      17.63516     17.709872     17.784585     17.784585     17.709872      17.63516     17.560447
     17.560447      17.63516     17.709872     17.784585     17.784585     17.709872      17.63516     17.560447
     17.560447      17.63516     17.709873     17.784585     17.784585     17.709873      17.63516     17.560447
     17.560447      17.63516     17.709873     17.784585     17.784585     17.709873      17.63516     17.560447
     17.560447      17.63516     17.709873     17.784585     17.784585     17.709873      17.63516     17.560447
     17.560447      17.63516     17.709873     17.784585     17.784585     17.709873      17.63516     17.560447
     17.560448      17.63516     17.709873     17.784585     17.784585     17.709873      17.63516     17.560448
     17.560448      17.63516     17.709873     17.784586     17.784586     17.709873      17.63516     17.560448
     17.560448      17.63516     17.709873     17.784586     17.784586     17.709873      17.63516     17.560448
     17.560448      17.63516     17.709873     17.784586     17.784586     17.709873      17.63516     17.560448
     17.560448     17.635161     17.709873     17.784586     17.784586     17.709873     17.635161     17.560448
     17.560448     17.635161     17.709873     17.784586     17.784586     17.709873     17.635161     17.560448
     17.560448     17.635161     17.709873     17.784586     17.784586     17.709873     17.635161     17.560448
     17.560448     17.635161     17.709873     17.784586     17.784586     17.709873     17.635161     17.560448
     17.560448     17.635161     17.709874     17.784586     17.784586     17.709874     17.635161     17.560448
     17.560448     17.635161     17.709874     17.784586     17.784586     17.709874     17.635161     17.560448
     17.560448     17.635161     17.709874     17.784586     17.784586     17.709874     17.635161     17.560448
     17.560448     17.635161     17.709874     17.784586     17.784586     17.709874     17.635161     17.560448
     17.560449     17.635161     17.709874     17.784586     17.784586     17.709874     17.635161     17.560449
     17.560449     17.635161     17.709874     17.784587     17.784587     17.709874     17.635161     17.560449
     17.560449     17.635161     17.709874     17.784587     17.784587     17.709874     17.635161     17.560449
     17.560449     17.635161     17.709874     17.784587     17.784587     17.709874     17.635161     17.560449
     17.560449     17.635161     17.709874     17.784587     17.784587     17.709874     17.635161     17.560449
     17.560449     17.635162     17.709874     17.784587     17.784587     17.709874     17.635162     17.560449
     17.560449     17.635162     17.709874     17.784587     17.784587     17.709874     17.635162     17.560449
     17.560449     17.635162     17.709874     17.784587     17.784587     17.709874     17.635162     17.560449
     17.560449     17.635162     17.709874     17.784587     17.784587     17.709874     17.635162     17.560449
     17.560449     17.635162     17.709874     17.784587     17.784587     17.709874     17.635162     17.560449
     17.560449     17.635162     17.709875     17.784587     17.784587     17.709875     17.635162     17.560449
     17.560449     17.635162     17.709875     17.784587     17.784587     17.709875     17.635162     17.560449
     17.560449     17.635162     17.709875     17.784587     17.784587     17.709875     17.635162     17.560449
     17.560449     17.635162     17.709875     17.784587     17.784587     17.709875     17.635162     17.560449
      17.56045     17.635162     17.709875     17.784587     17.784587     17.709875     17.635162      17.56045
      17.56045     17.635162     17.709875     17.784588     17.784588     17.709875     17.635162      17.56045
      17.56045     17.635162     17.709875     17.784588     17.784588     17.709875     17.635162      17.56045
      17.56045     17.635162     17.709875     17.784588     17.784588     17.709875     17.635162      17.56045
      17.56045     17.635162     17.709875     17.784588     17.784588     17.709875     17.635162      17.56045
      17.56045     17.635163     17.709875     17.784588     17.784588     17.709875     17.635163      17.56045
      17.56045     17.635163     17.709875     17.784588     17.784588     17.709875     17.635163      17.56045
      17.56045     17.635163     17.709875     17.784588     17.784588     17.709875     17.635163      17.56045
      17.56045     17.635163     17.709875     17.784588     17.784588     17.709875     17.635163      17.56045
      17.56045     17.635163     17.709875     17.784588     17.784588     17.709875     17.635163      17.56045
      17.56045     17.635163     17.709876     17.784588     17.784588     17.709876     17.635163      17.56045
      17.56045     17.635163     17.709876     17.784588     17.784588     17.709876     17.635163      17.56045
      17.56045     17.635163     17.709876     17.784588     17.784588     17.709876     17.635163      17.56045
      17.56045     17.635163     17.709876     17.784588     17.784588     17.709876     17.635163      17.56045
      17.56045     17.635163     17.709876     17.784588     17.784588     17.709876     17.635163      17.56045
     17.560451     17.635163     17.709876     17.784588     17.784588     17.709876     17.635163     17.560451
     17.560451     17.635163     17.709876     17.784589     17.784589     17.709876     17.635163     17.560451
     17.560451     17.635163     17.709876     17.784589     17.784589     17.709876     17.635163     17.560451
     17.560451     17.635163     17.709876     17.784589     17.784589     17.709876     17.635163     17.560451
     17.560451     17.635163     17.709876     17.784589     17.784589     17.709876     17.635163     17.560451
     17.560451     17.635164     17.709876     17.784589     17.784589     17.709876     17.635164     17.560451
     17.560451     17.635164     17.709876     17.784589     17.784589     17.709876     17.635164     17.560451
     17.560451     17.635164     17.709876     17.784589     17.784589     17.709876     17.635164     17.560451
     17.560451     17.635164     17.709876     17.784589     17.784589     17.709876     17.635164     17.560451
     17.560451     17.635164     17.709876     17.784589     17.784589     17.709876     17.635164     17.560451
     17.560451     17.635164     17.709876     17.784589     17.784589     17.709876     17.635164     17.560451
     17.560451     17.635164     17.709877     17.784589     17.784589     17.709877     17.635164     17.560451
     17.560451     17.635164     17.709877     17.784589     17.784589     17.709877     17.635164     17.560451
     17.560451     17.635164     17.709877     17.784589     17.784589     17.709877     17.635164     17.560451
     17.560451     17.635164     17.709877     17.784589     17.784589     17.709877     17.635164     17.560451
     17.560451     17.635164     17.709877     17.784589     17.784589     17.709877     17.635164     17.560451
     17.560452     17.635164     17.709877     17.784589     17.784589     17.709877     17.635164     17.560452
     17.560452     17.635164     17.709877     17.784589     17.784589     17.709877     17.635164     17.560452
     17.560452     17.635164     17.709877      17.78459      17.78459     17.709877     17.635164     17.560452
     17.560452     17.635164     17.709877      17.78459      17.78459     17.709877     17.635164     17.560452
     17.560452     17.635164     17.709877      17.78459      17.78459     17.709877     17.635164     17.560452
     17.560452     17.635164     17.709877      17.78459      17.78459     17.709877     17.635164     17.560452
     17.560452     17.635164     17.709877      17.78459      17.78459     17.709877     17.635164     17.560452
     17.560452     17.635165     17.709877      17.78459      17.78459     17.709877     17.635165     17.560452
     17.560452     17.635165     17.709877      17.78459      17.78459     17.709877     17.635165     17.560452
     17.560452     17.635165     17.709877      17.78459      17.78459     17.709877     17.635165     17.560452
     17.560452     17.635165     17.709877      17.78459      17.78459     17.709877     17.635165     17.560452
     17.560452     17.635165     17.709877      17.78459      17.78459     17.709877     17.635165     17.560452
     17.560452     17.635165     17.709877      17.78459      17.78459     17.709877     17.635165     17.560452
     17.560452     17.635165     17.709877      17.78459      17.78459     17.709877     17.635165     17.560452
     17.560452     17.635165     17.709878      17.78459      17.78459     17.709878     17.635165     17.560452
     17.560452     17.635165     17.709878      17.78459      17.78459     17.709878     17.635165     17.560452
     17.560452     17.635165     17.709878      17.78459      17.78459     17.709878     17.635165     17.560452
