        Pcore(1)        Pcore(2)        Pcore(3)        Pcore(4)
     83.395478     57.089149     50.513128     50.513128
     83.395819     57.089486     50.513464     50.513464
     83.396161     57.089824     50.513801     50.513801
     83.396502     57.090161     50.514137     50.514137
     83.396843     57.090498     50.514473     50.514473
     83.397184     57.090835     50.514809     50.514809
     83.397524     57.091171     50.515144     50.515144
     83.397864     57.091507     50.515479     50.515479
     83.398204     57.091843     50.515814     50.515814
     83.398543     57.092178     50.516149     50.516149
     83.398882     57.092514     50.516483     50.516483
     83.399221     57.092849     50.516817     50.516817
      83.39956     57.093183      50.51715      50.51715
     83.399898     57.093518     50.517484     50.517484
     83.400236     57.093852     50.517817     50.517817
     83.400574     57.094186      50.51815      50.51815
     83.400912     57.094519     50.518482     50.518482
     83.401249     57.094853     50.518815     50.518815
     83.401586     57.095186     50.519147     50.519147
     83.401922     57.095518     50.519479     50.519479
     83.402259     57.095851      50.51981      50.51981
     83.402595     57.096183     50.520141     50.520141
     83.402931     57.096515     50.520472     50.520472
     83.403266     57.096847     50.520803     50.520803
     83.403602     57.097178     50.521133     50.521133
     83.403937     57.097509     50.521463     50.521463
     83.404271      57.09784     50.521793     50.521793
     83.404606      57.09817     50.522123     50.522123
      83.40494     57.098501     50.522452     50.522452
     83.405274      57.09883     50.522781     50.522781
     83.405607      57.09916      50.52311      50.52311
     83.405941      57.09949     50.523438     50.523438
     83.406274     57.099819     50.523766     50.523766
     83.406606     57.100148     50.524094     50.524094
     83.406939     57.100476     50.524422     50.524422
     83.407271     57.100805     50.524749     50.524749
     83.407603     57.101133     50.525076     50.525076
     83.407935      57.10146     50.525403     50.525403
     83.408266     57.101788      50.52573      50.52573
     83.408597     57.102115     50.526056     50.526056
     83.408928     57.102442     50.526382     50.526382
     83.409259     57.102769     50.526708     50.526708
     83.409589     57.103095     50.527033     50.527033
     83.409919     57.103421     50.527358     50.527358
     83.410249     57.103747     50.527683     50.527683
     83.410578     57.104073     50.528008     50.528008
     83.410907     57.104398     50.528332     50.528332
     83.411236     57.104723     50.528656     50.528656
     83.411565     57.105048      50.52898      50.52898
     83.411893     57.105373     50.529304     50.529304
     83.412221     57.105697     50.529627     50.529627
     83.412549     57.106021      50.52995      50.52995
     83.412877     57.106345     50.530273     50.530273
     83.413204     57.106668     50.530595     50.530595
     83.413531     57.106991     50.530918     50.530918
     83.413858     57.107314      50.53124      50.53124
     83.414184     57.107637     50.531561     50.531561
      83.41451     57.107959     50.531883     50.531883
     83.414836     57.108281     50.532204     50.532204
     83.415162     57.108603     50.532525     50.532525
     83.415487     57.108925     50.532845     50.532845
     83.415812     57.109246     50.533166     50.533166
     83.416137     57.109567     50.533486     50.533486
     83.416461     57.109888     50.533806     50.533806
     83.416786     57.110208     50.534125     50.534125
      83.41711     57.110528     50.534445     50.534445
     83.417434     57.110848     50.534764     50.534764
     83.417757     57.111168     50.535082     50.535082
      83.41808     57.111488     50.535401     50.535401
     83.418403     57.111807     50.535719     50.535719
     83.418726     57.112126     50.536037     50.536037
     83.419048     57.112444     50.536355     50.536355
      83.41937     57.112763     50.536672     50.536672
     83.419692     57.113081     50.536989     50.536989
     83.420014     57.113399     50.537306     50.537306
     83.420335     57.113716     50.537623     50.537623
     83.420656     57.114033     50.537939     50.537939
     83.420977      57.11435     50.538255     50.538255
     83.421297     57.114667     50.538571     50.538571
     83.421618     57.114984     50.538887     50.538887
     83.421938       57.1153     50.539202     50.539202
     83.422257     57.115616     50.539517     50.539517
     83.422577     57.115932     50.539832     50.539832
     83.422896     57.116247     50.540146     50.540146
     83.423215     57.116562     50.540461     50.540461
     83.423534     57.116877     50.540775     50.540775
     83.423852     57.117192     50.541088     50.541088
      83.42417     57.117506     50.541402     50.541402
     83.424488     57.117821     50.541715     50.541715
     83.424806     57.118134     50.542028     50.542028
     83.425123     57.118448     50.542341     50.542341
      83.42544     57.118761     50.542653     50.542653
     83.425757     57.119075     50.542965     50.542965
     83.426073     57.119387     50.543277     50.543277
      83.42639       57.1197     50.543589     50.543589
     83.426706     57.120012       50.5439       50.5439
     83.427021     57.120324     50.544212     50.544212
     83.427337     57.120636     50.544522     50.544522
     83.427652     57.120948     50.544833     50.544833
     83.427967     57.121259     50.545143     50.545143
     83.428282      57.12157     50.545454     50.545454
     83.428596     57.121881     50.545763     50.545763
      83.42891     57.122191     50.546073     50.546073
     83.429224     57.122502     50.546382     50.546382
     83.429538     57.122812     50.546691     50.546691
     83.429851     57.123121        50.547        50.547
     83.430164     57.123431     50.547309     50.547309
     83.430477      57.12374     50.547617     50.547617
      83.43079     57.124049     50.547925     50.547925
     83.431102     57.124358     50.548233     50.548233
     83.431414     57.124666     50.548541     50.548541
     83.431726     57.124974     50.548848     50.548848
     83.432038     57.125282     50.549155     50.549155
     83.432349      57.12559     50.549462     50.549462
      83.43266     57.125897     50.549768     50.549768
     83.432971     57.126204     50.550074     50.550074
     83.433281     57.126511      50.55038      50.55038
     83.433591     57.126818     50.550686     50.550686
     83.433901     57.127124     50.550992     50.550992
     83.434211      57.12743     50.551297     50.551297
     83.434521     57.127736     50.551602     50.551602
      83.43483     57.128042     50.551907     50.551907
     83.435139     57.128347     50.552211     50.552211
     83.435448     57.128652     50.552515     50.552515
     83.435756     57.128957     50.552819     50.552819
     83.436064     57.129262     50.553123     50.553123
     83.436372     57.129566     50.553426     50.553426
      83.43668      57.12987      50.55373      50.55373
     83.436987     57.130174     50.554032     50.554032
